,logFC,AveExpr,t,P.Value,adj.P.Val,B,adj p val log,,GranPos,LFC,adjPV,,mtorcPos,LFC,adjPV,,riboPos,LFC,adjPV
PPFIA1,-0.605161749,23.33234015,-2.704125028,0.030646034,0.103543123,-4.288297842,0.984878739,,,,,,,,,,,,
GNPAT,-0.605208326,22.59425533,-1.160531496,0.284115482,0.441184078,-6.42024406,0.355380169,,,,,,,,,,,,
TENM4,-0.60540902,24.65632496,-2.682658085,0.031609985,0.105623607,-4.320244735,0.976239006,,,,,,,,,,,,
USP8,-0.60618612,21.66034699,-1.933652872,0.094684805,0.210097371,-5.421880015,0.677579383,,,,,,,,,,,,
NKAIN1,-0.607564661,20.21223681,-2.821938986,0.025876762,0.093630441,-4.113193027,1.028582932,,,,,,,,,,,,
ANKRD50,-0.607835606,22.04359072,-2.405907628,0.047281648,0.133966026,-4.732012703,0.873005325,,,,,,,,,,,,
PXN,-0.609185294,23.98298911,-1.666857579,0.139761153,0.273911221,-5.792719424,0.562390176,,,,,,,,,,,,
CCT6B,-0.609768703,20.34946636,-2.63494342,0.03386768,0.109635153,-4.391277951,0.960050174,,,,,,,,,,,,
CTPS2,-0.610564015,20.59799059,-1.774445728,0.119538023,0.24692509,-5.645585403,0.60743478,,,,,,,,,,,,
NAV2,-0.610749189,24.20493625,-2.965735561,0.02109234,0.082814222,-3.900306602,1.081895076,,,,,,,,,,,,
HMGCR,-0.611487194,20.54356338,-1.591420702,0.155820638,0.295565096,-5.89355068,0.529346854,,,,,,,,,,,,
TSN,-0.612688475,19.7998182,-2.256664407,0.058861788,0.154407667,-4.952814311,0.811331139,,,,,,,,,,,,
CDC42BPA,-0.612995809,23.81697196,-3.235972643,0.014462207,0.068703571,-3.504229695,1.16302069,,,,,,,,,,,,
LUZP6,-0.61310733,22.65399009,-2.937650563,0.02194747,0.085124113,-3.941792233,1.069947402,,,,,,,,,,,,
ILK,-0.613445321,22.04018322,-1.290722493,0.238049211,0.391706702,-6.271380749,0.407038998,,,,,,,,,,,,
XPO5,-0.614844217,20.81857455,-1.702883996,0.1326528,0.264495982,-5.743862008,0.577580921,,,,,,,,,,,,
PDCD5,-0.615131011,21.74887003,-2.707290826,0.030506499,0.10336048,-4.28358731,0.985645483,,,,,,,,,,,,
C11orf30,-0.61513814,20.23245979,-2.16959171,0.066909075,0.168460941,-5.080725237,0.773500776,,,,,,,,,,,,
FBXO21,-0.615192009,20.60978691,-2.956048339,0.021383239,0.083469316,-3.914610306,1.078473146,,,,,,,,,,,,
DLGAP4,-0.615429685,23.46449457,-2.571287581,0.037144078,0.115841305,-4.486062424,0.936136559,,,,,,,,,,,,
COQ5,-0.616422846,20.23091182,-2.052320144,0.079521258,0.188148625,-5.251464418,0.725498952,,,,,,,,,,,,
MAST1,-0.617014752,24.08569558,-3.025048657,0.019400325,0.079683925,-3.812867933,1.09862928,,,,,,,,,,,,
SFPQ,-0.61781728,22.13973082,-2.88110117,0.023782526,0.089147739,-4.025468855,1.049889669,,,,,,,,,,,,
CUL1,-0.617930307,22.64198251,-2.540574707,0.038840947,0.118280529,-4.531786922,0.92708674,,,,,,,,,,,,
RAPGEF1,-0.618386817,21.34802651,-1.360343466,0.216165977,0.367811259,-6.187800423,0.434374981,,,,,,,,,,,,
APEX1,-0.61875432,20.54195097,-1.269947934,0.244941148,0.399180758,-6.295805388,0.398830402,,,,,,,,,,,,
CCSER2,-0.618944687,17.47751416,-2.761641085,0.028211948,0.09861411,-4.202756479,1.00606094,,,,,,,,,,,,
MAPK8IP1,-0.619077955,23.50612387,-2.88775885,0.023558303,0.088541692,-4.015608039,1.052852182,,,,,,,,,,,,
PANK1,-0.62180976,17.1804292,-3.220157502,0.014781274,0.069359191,-3.527231044,1.15889598,,,,,,,,,,,,
CD99L2,-0.621962825,19.56071075,-2.577318606,0.036819997,0.115505977,-4.477082538,0.937395542,,,,,,,,,,,,
PPP2R1A,-0.622020641,26.47842045,-3.281977338,0.013575319,0.066729608,-3.43746359,1.175681427,,,,,,,,,,,,
DYNC1I2,-0.622742238,25.59804081,-3.103648957,0.01737705,0.075360426,-3.697404458,1.122856657,,,,,,,,,,,,
CCT6A,-0.623005353,26.43024633,-2.085208822,0.075762144,0.182321715,-5.20378712,0.739161604,,,,,,,,,,,,
ARPP19,-0.624077034,18.53656243,-2.797027435,0.026815894,0.095382833,-4.150178553,1.020529784,,,,,,,,,,,,
GNAI3,-0.624419738,26.94005146,-1.830297425,0.110174396,0.233690802,-5.567844726,0.631358382,,,,,,,,,,,,
KDM3B,-0.625252664,19.46584615,-0.959256752,0.369582833,0.531023016,-6.6285368,0.274886655,,,,,,,,,,,,
RASSF2,-0.625576412,19.26959208,-2.005175375,0.085234838,0.197261704,-5.31948819,0.70495722,,,,,,,,,,,,
CSNK1A1,-0.626262483,20.78501185,-1.887879782,0.101263859,0.220115124,-5.48683757,0.657350117,,,,,,,,,,,,
MRPS24,-0.627154274,19.79709532,-1.624089112,0.1486651,0.286075013,-5.850139474,0.543520073,,,,,,,,,,,,
SHC2,-0.627591529,20.63326044,-0.717316693,0.496558452,0.640025416,-6.837384859,0.193802779,,,,,,,,,,,,
AK1,-0.628320982,15.91752193,-1.000596898,0.350556698,0.514270915,-6.588122058,0.288808037,,,,,,,,,,,,
HECTD1,-0.630833938,21.08965274,-2.543596874,0.038670468,0.118068639,-4.527288114,0.927865443,,,,,,,,,,,,
AP4E1,-0.632190256,20.79860825,-1.821080317,0.111669416,0.235481634,-5.5807328,0.62804296,,,,,,,,,,,,
PPP6C,-0.633972501,23.00156966,-1.553964389,0.164417845,0.306398678,-5.942819416,0.513713113,,,,,,,,,,,,
LRRC47,-0.634756528,23.98812838,-2.455508065,0.043972199,0.128527137,-4.658336269,0.891005167,,,,,,,,,,,,
UMPS,-0.634976811,20.74185928,-3.000910416,0.020070849,0.080873716,-3.848422238,1.092192601,,,,,,,,,,,,
LRCH1,-0.635891965,22.74750763,-3.340064888,0.012537989,0.063930385,-3.353476496,1.194292681,,,,,,,,,,,,
DOPEY2,-0.636116749,18.35026043,-2.396240538,0.047955875,0.135058755,-4.746358941,0.869477257,,,,,,,,,,,,
FAM126A,-0.636323613,19.28165448,-1.646184693,0.144000642,0.280279893,-5.820555366,0.552408057,,,,,,,,,,,,
NHSL1,-0.637637777,23.59706049,-1.05838581,0.325249991,0.48724399,-6.529514597,0.312253509,,,,,,,,,,,,
KIAA1211,-0.638210381,27.57799764,-2.240702784,0.060260092,0.157105346,-4.976322402,0.803809036,,,,,,,,,,,,
PSME1,-0.640301643,22.31361071,-1.980083264,0.088439397,0.201395239,-5.355526504,0.695950801,,,,,,,,,,,,
CCT7,-0.640398499,25.48480216,-3.052987509,0.018653823,0.07789851,-3.771769861,1.108470847,,,,,,,,,,,,
UBQLN2,-0.641074809,22.99852072,-2.421992467,0.046181286,0.131543877,-4.708132129,0.880929361,,,,,,,,,,,,
CLNS1A,-0.641132036,21.63694426,-1.463387224,0.187039598,0.333637362,-6.059560706,0.476725321,,,,,,,,,,,,
SIPA1L3,-0.641261124,24.43146408,-3.088512513,0.017748476,0.075832773,-3.719601074,1.120143065,,,,,,,,,,,,
AGPAT1,-0.641434497,21.65519112,-2.52199064,0.039906508,0.120285975,-4.55944799,0.919785006,,,,,,,,,,,,
YWHAH,-0.641651134,24.82496332,-3.476783884,0.010418109,0.058032821,-3.157278492,1.236326321,,,,,,,,,,,,
NDEL1,-0.642016094,24.2075337,-2.717840331,0.030046298,0.102309156,-4.267891847,0.990085499,,,,,,,,,,,,
ZSCAN12,-0.642587507,16.3574508,-1.658083814,0.141545896,0.276261682,-5.804551449,0.558679348,,,,,,,,,,,,
SLC39A6,-0.642756111,20.1817579,-1.865845091,0.104587769,0.22490342,-5.517933401,0.648003941,,,,,,,,,,,,
GATAD2B,-0.643039847,20.51682669,-2.701743358,0.030751448,0.103744119,-4.291841775,0.984036512,,,,,,,,,,,,
SNRK,-0.643272656,18.52087256,-2.076122018,0.076782704,0.183913893,-5.216977212,0.735385464,,,,,,,,,,,,
YEATS4,-0.644214986,20.14865057,-0.706181191,0.50303942,0.646612716,-6.845776482,0.189355759,,,,,,,,,,,,
PRICKLE2,-0.64453769,22.33184893,-2.704216547,0.030641991,0.103543123,-4.288161664,0.984878739,,,,,,,,,,,,
KIF26B,-0.645280963,22.3712907,-3.001326674,0.02005908,0.080873716,-3.847808755,1.092192601,,,,,,,,,,,,
SH3RF1,-0.64535721,19.43921225,-2.781893309,0.027403869,0.096986859,-4.172659736,1.013287107,,,,,,,,,,,,
DACT3,-0.645596403,21.84451527,-2.149668322,0.068901086,0.171324891,-5.109868771,0.766179536,,,,,,,,,,,,
LRCH2,-0.64593738,24.54396289,-2.992630106,0.020306496,0.081283401,-3.860628336,1.089998135,,,,,,,,,,,,
GSTP1,-0.646020896,24.69657534,-2.65773357,0.032769052,0.107136385,-4.357346729,0.970063013,,,,,,,,,,,,
B3GNT1,-0.646338022,19.3937201,-1.180963865,0.276424588,0.432722162,-6.397563541,0.363790861,,,,,,,,,,,,
ANKRD11,-0.646386735,18.14097714,-2.138296973,0.070064599,0.173180931,-5.126479377,0.76149993,,,,,,,,,,,,
CCDC130,-0.647205815,19.62901252,-3.083630429,0.017870071,0.076198989,-3.726764397,1.118050791,,,,,,,,,,,,
MGC50722,-0.648145937,22.37634134,-1.438684111,0.193681741,0.340889497,-6.090768976,0.46738638,,,,,,,,,,,,
SORBS2,-0.648451799,25.61044716,-1.814090865,0.112816139,0.236931782,-5.590490886,0.625376679,,,,,,,,,,,,
RABEP2,-0.648638586,18.28134037,-2.642213595,0.033513102,0.108898351,-4.380453215,0.962978698,,,,,,,,,,,,
FERMT2,-0.648657294,22.88650119,-2.905920372,0.022957921,0.08783977,-3.988721029,1.056308811,,,,,,,,,,,,
C2CD4C,-0.648664428,20.46308584,-1.278774182,0.241992312,0.396352236,-6.285458191,0.401918688,,,,,,,,,,,,
PRKCI,-0.649629028,22.07959093,-1.953305657,0.091990124,0.206819511,-5.393848761,0.684408494,,,,,,,,,,,,
SNX9,-0.650039406,22.86511989,-3.152133356,0.016242081,0.07223049,-3.626437711,1.14127944,,,,,,,,,,,,
TRAK1,-0.650678771,22.38952021,-3.193008389,0.015346708,0.070008024,-3.5667731,1.154852178,,,,,,,,,,,,
CASKIN2,-0.651411975,19.29382952,-2.165986617,0.067265189,0.169038615,-5.086002429,0.772014075,,,,,,,,,,,,
CNOT4,-0.65141615,20.44515413,-1.813829774,0.112859194,0.236931782,-5.590855145,0.625376679,,,,,,,,,,,,
PAAF1,-0.655023808,18.83807381,-1.994092148,0.086635923,0.199103227,-5.335421233,0.700921701,,,,,,,,,,,,
UHRF1BP1L,-0.655367492,23.19280743,-2.330692371,0.052794732,0.143895831,-4.843491457,0.841951787,,,,,,,,,,,,
APLP1,-0.6554224,22.10120507,-1.901850032,0.099209961,0.217300002,-5.467062672,0.66294027,,,,,,,,,,,,
RIMS1,-0.656095883,23.5759131,-3.371799645,0.012007537,0.062571792,-3.307746382,1.203621408,,,,,,,,,,,,
DENND2A,-0.657599424,21.78441248,-1.642487808,0.144771395,0.281264462,-5.825517381,0.550885137,,,,,,,,,,,,
RIMS3,-0.657936748,23.04209828,-3.399947359,0.011557229,0.060843957,-3.267279283,1.215782549,,,,,,,,,,,,
ANKRD54,-0.659488586,19.13640742,-1.99566587,0.086435605,0.198858078,-5.333160296,0.701456761,,,,,,,,,,,,
LDHB,-0.66024308,25.06606779,-2.616193349,0.034800298,0.111460683,-4.419196812,0.952878302,,,,,,,,,,,,
CRIP2,-0.660370089,25.32651838,-2.819668437,0.025960907,0.093779106,-4.116562981,1.027893911,,,,,,,,,,,,
CLIP2,-0.66104379,25.82427059,-2.666317243,0.032364957,0.10663613,-4.344568314,0.972095626,,,,,,,,,,,,
GPRIN1,-0.661309278,26.23882408,-1.673889336,0.138346083,0.272116071,-5.783217519,0.565245809,,,,,,,,,,,,
ONECUT2,-0.662499057,20.7016684,-2.435500944,0.0452775,0.130103884,-4.688067451,0.885709737,,,,,,,,,,,,
PTPN11,-0.662909376,23.82288796,-2.378508037,0.049218346,0.137339234,-4.772661515,0.862205379,,,,,,,,,,,,
ARID1A,-0.663424492,21.64947349,-2.895859385,0.023288492,0.088088932,-4.003613429,1.055078654,,,,,,,,,,,,
ACTR2,-0.663563618,25.02164394,-1.253643687,0.250469637,0.404619455,-6.314801781,0.392953239,,,,,,,,,,,,
DSTN,-0.663760915,23.64047846,-1.740834307,0.125535991,0.254609052,-5.691939891,0.594126161,,,,,,,,,,,,
MAP2K2,-0.663813978,20.10644784,-2.306799772,0.054680044,0.14746052,-4.878824461,0.831324238,,,,,,,,,,,,
MTMR3,-0.663939234,21.33611328,-3.016200066,0.019643321,0.080088553,-3.825896482,1.096429556,,,,,,,,,,,,
NPTX1,-0.664292856,16.33915138,-2.564734442,0.037499571,0.116394761,-4.495819395,0.934066568,,,,,,,,,,,,
RTN3,-0.664351734,22.65218648,-1.729691033,0.127587129,0.257784271,-5.707232572,0.588743586,,,,,,,,,,,,
LIN7A,-0.66543145,23.5850519,-2.763033017,0.028155617,0.098498273,-4.200687491,1.006571383,,,,,,,,,,,,
DYNC1H1,-0.666324482,29.96649613,-2.570673696,0.037177231,0.115841305,-4.486976452,0.936136559,,,,,,,,,,,,
KLC4,-0.666345523,24.45983894,-2.683966739,0.031550324,0.105507263,-4.318296967,0.976717643,,,,,,,,,,,,
CAMKK2,-0.666478319,22.55752002,-3.591260225,0.008939978,0.053325963,-2.994711227,1.273061293,,,,,,,,,,,,
KATNB1,-0.667052201,22.1128975,-2.458706174,0.043767166,0.12819252,-4.653582375,0.892137316,,,,,,,,,,,,
GPX4,-0.669800319,21.77111851,-2.994354107,0.020257192,0.081283401,-3.858086568,1.089998135,,,,,,,,,,,,
CLASP1,-0.670140951,25.55569689,-2.737539812,0.029206297,0.100880919,-4.238590426,0.996190972,,,,,,,,,,,,
PSMD12,-0.670244408,23.21255351,-2.98969272,0.020390794,0.081337033,-3.864959528,1.089711674,,,,,,,,,,,,
ARHGAP12,-0.671776809,21.88693494,-3.396692351,0.01160836,0.060940303,-3.271954324,1.215095387,,,,,,,,,,,,
TCP1,-0.672048839,26.60828577,-3.140008971,0.016518279,0.073000135,-3.644164824,1.13667634,,,,,,,,,,,,
OTUB1,-0.672555276,24.52560211,-3.080774632,0.01794161,0.076271149,-3.730955524,1.11763971,,,,,,,,,,,,
MARCKSL1,-0.67519359,22.38202884,-1.540799857,0.167542029,0.309649454,-5.960002435,0.509129682,,,,,,,,,,,,
UBXN1,-0.676166388,25.34105101,-2.512955165,0.040435458,0.121535307,-4.572894327,0.915297538,,,,,,,,,,,,
MPP3,-0.678600563,25.29769932,-3.189262062,0.015426533,0.070242378,-3.572235072,1.153400792,,,,,,,,,,,,
PFN1,-0.678642859,26.30208392,-2.777170289,0.027590123,0.097160242,-4.179677328,1.012511412,,,,,,,,,,,,
NAA30,-0.678656347,19.2645933,-3.166521076,0.015920708,0.071475062,-3.605418599,1.14584546,,,,,,,,,,,,
MOB4,-0.679306397,23.7882483,-3.51473361,0.009900737,0.056592775,-3.103207525,1.247239009,,,,,,,,,,,,
HSPH1,-0.679502904,24.77231542,-2.968497977,0.021010158,0.082697072,-3.896228879,1.082509865,,,,,,,,,,,,
NRCAM,-0.679829851,23.74112303,-1.837994264,0.108940794,0.231799374,-5.557065292,0.634887741,,,,,,,,,,,,
WNK3,-0.682411686,24.16212382,-3.352403153,0.012328816,0.063237299,-3.335683732,1.199026691,,,,,,,,,,,,
PCNXL2,-0.682706489,16.62636212,-1.436335678,0.194324114,0.341736858,-6.093721045,0.466308178,,,,,,,,,,,,
USP33,-0.683031302,21.28038415,-2.097042802,0.074453285,0.180275429,-5.186590171,0.744063462,,,,,,,,,,,,
HUWE1,-0.68331038,26.39086324,-2.835795913,0.025369412,0.092771611,-4.092631451,1.032584902,,,,,,,,,,,,
CDC23,-0.683506476,20.28189758,-1.555219429,0.164122821,0.306117531,-5.941177598,0.514111798,,,,,,,,,,,,
KIF3A,-0.683849044,24.17167502,-2.925712196,0.022322015,0.085948866,-3.959441953,1.065759847,,,,,,,,,,,,
UCHL1,-0.684219781,24.50875676,-3.538501693,0.009590895,0.055343111,-3.069432099,1.256936431,,,,,,,,,,,,
ATG16L1,-0.686266343,17.83067319,-2.301078117,0.055141611,0.148125505,-4.887279262,0.829370157,,,,,,,,,,,,
MYH10,-0.687413272,31.83547824,-1.152914427,0.287027727,0.443920888,-6.428631146,0.35269442,,,,,,,,,,,,
SEMA6D,-0.68818511,23.41490494,-3.381758383,0.011846094,0.061965424,-3.293418802,1.207850571,,,,,,,,,,,,
WDR7,-0.688744048,26.35189745,-2.96275959,0.021181257,0.082985977,-3.904700129,1.080995286,,,,,,,,,,,,
SAE1,-0.690898949,17.97270552,-1.577327627,0.159005312,0.299864813,-5.912152906,0.523074493,,,,,,,,,,,,
EDC3,-0.691070919,23.08064816,-1.724502441,0.128553038,0.258873756,-5.714340083,0.586911974,,,,,,,,,,,,
RSU1,-0.692287886,18.02203179,-2.584007156,0.036464013,0.11496857,-4.467123369,0.939420869,,,,,,,,,,,,
PSIP1,-0.692345721,24.02923768,-1.052592383,0.327719808,0.49025221,-6.535498203,0.30958044,,,,,,,,,,,,
TPP2,-0.692639079,27.47991299,-2.356681821,0.05081909,0.140057544,-4.805011226,0.853693494,,,,,,,,,,,,
FAM91A1,-0.693646674,21.47641706,-2.737291081,0.029216748,0.100880919,-4.238960328,0.996190972,,,,,,,,,,,,
BCAR1,-0.693816249,24.46357977,-2.168945066,0.066972811,0.168503275,-5.081671923,0.773391653,,,,,,,,,,,,
TRAPPC10,-0.694143864,23.01155339,-2.977631939,0.020740829,0.082093478,-3.882749475,1.085691347,,,,,,,,,,,,
RELA,-0.694315207,22.58644791,-2.52472552,0.039747819,0.120148744,-4.555377699,0.920280765,,,,,,,,,,,,
SBF2,-0.694790162,22.10460721,-3.13801187,0.016564252,0.073127213,-3.647086052,1.135920975,,,,,,,,,,,,
FMNL2,-0.696510663,26.234058,-3.145071846,0.01640234,0.072714756,-3.636760773,1.13837745,,,,,,,,,,,,
PSD3,-0.696534624,23.52176103,-3.339993689,0.012539207,0.063930385,-3.353579218,1.194292681,,,,,,,,,,,,
SLC30A1,-0.697182935,19.84735443,-0.501684798,0.631378105,0.750899696,-6.978912601,0.124418072,,,,,,,,,,,,
ARHGEF12,-0.69839287,25.51872182,-3.312719058,0.013015309,0.065406572,-3.392970275,1.184378611,,,,,,,,,,,,
CAND1,-0.699026589,25.87391378,-2.898277324,0.02320859,0.088004554,-4.000033846,1.055494853,,,,,,,,,,,,
KIAA0195,-0.701413916,21.83648688,-2.825710731,0.025737616,0.093452368,-4.107595487,1.029409688,,,,,,,,,,,,
AIP,-0.701470725,20.63675285,-2.577572491,0.036806419,0.115505977,-4.476704512,0.937395542,,,,,,,,,,,,
NPLOC4,-0.702077929,20.68641077,-1.878148704,0.102718921,0.222251526,-5.500584719,0.653155249,,,,,,,,,,,,
ABI2,-0.702384626,25.10645652,-3.181256964,0.015598592,0.070776944,-3.583910568,1.150108193,,,,,,,,,,,,
DCLK2,-0.702521871,22.10691531,-2.112677861,0.072758558,0.177671452,-5.163837321,0.750382349,,,,,,,,,,,,
CLIP1,-0.702528447,22.96004475,-3.659144243,0.008171935,0.050369988,-2.89908968,1.297828151,,,,,,,,,,,,
PTPN9,-0.70312314,19.45793643,-2.425893414,0.045918405,0.131146919,-4.702338719,0.882241909,,,,,,,,,,,,
NEDD8,-0.704534727,17.72025534,-1.298512205,0.235508534,0.388882093,-6.262159925,0.410182054,,,,,,,,,,,,
SIRT2,-0.704673257,20.24840718,-2.234876608,0.060778823,0.157972865,-4.984896847,0.801417505,,,,,,,,,,,,
TES,-0.705535088,23.21617461,-3.734910431,0.007398339,0.048135898,-2.793077345,1.317530925,,,,,,,,,,,,
LGALSL,-0.706205002,19.76934708,-1.747620778,0.124302245,0.252952389,-5.682607701,0.596961215,,,,,,,,,,,,
VCP,-0.70625779,28.7728532,-2.920193284,0.022497442,0.086311324,-3.967604046,1.063932222,,,,,,,,,,,,
FAM65A,-0.706955039,20.12748879,-2.7414889,0.029040885,0.100518858,-4.232717716,0.997752454,,,,,,,,,,,,
DHCR24,-0.707541396,20.83082735,-3.037777631,0.019056353,0.078958373,-3.794136214,1.102601811,,,,,,,,,,,,
RIMS2,-0.711130054,23.18200027,-3.535139803,0.009634077,0.055516856,-3.074205256,1.255575136,,,,,,,,,,,,
COPS7B,-0.711256251,21.96709496,-3.435685917,0.01101152,0.059380748,-3.216029396,1.226354339,,,,,,,,,,,,
DIP2B,-0.711283222,24.28618132,-3.312863348,0.01301274,0.065406572,-3.392761676,1.184378611,,,,,,,,,,,,
RASA1,-0.712432793,22.9556866,-2.471716214,0.042943179,0.126805289,-4.63423968,0.896862632,,,,,,,,,,,,
SPIRE2,-0.712465748,20.26382839,-2.606830232,0.03527598,0.112364926,-4.43313893,0.949369229,,,,,,,,,,,,
RPP38,-0.712509357,20.12548388,-2.390141911,0.048386284,0.135463327,-4.755406965,0.868178261,,,,,,,,,,,,
NME1,-0.712794676,23.15847274,-2.188659856,0.065056797,0.16515016,-5.052786516,0.782121002,,,,,,,,,,,,
RAB34,-0.714062992,18.53948347,-2.425904329,0.045917672,0.131146919,-4.702322509,0.882241909,,,,,,,,,,,,
BTN2A1,-0.714276316,19.98521734,-1.955238093,0.091729258,0.206561059,-5.39108809,0.684951549,,,,,,,,,,,,
YWHAB,-0.715528471,24.73866703,-3.803808353,0.006763663,0.046387885,-2.697344189,1.333595432,,,,,,,,,,,,
UFSP2,-0.715554931,19.52544803,-1.459251478,0.18813708,0.334877695,-6.06480514,0.475113779,,,,,,,,,,,,
PIP4K2C,-0.717322496,20.92366608,-2.276131988,0.057200759,0.151832265,-4.924110116,0.81863593,,,,,,,,,,,,
IDH2,-0.718552915,23.88912133,-2.82624285,0.025718049,0.093452368,-4.106805835,1.029409688,,,,,,,,,,,,
WIPF2,-0.71861885,22.87896712,-3.207266004,0.015046934,0.069695913,-3.545998367,1.156792686,,,,,,,,,,,,
EEF1A1,-0.719487535,29.93982511,-3.255389609,0.01408053,0.067915938,-3.476023887,1.168028298,,,,,,,,,,,,
CCDC97,-0.720053274,17.21479994,-1.60368859,0.15309674,0.291439648,-5.877295554,0.535451367,,,,,,,,,,,,
ITSN1,-0.722228278,25.06706722,-3.258989802,0.014010956,0.067870514,-3.470798284,1.168318861,,,,,,,,,,,,
IGBP1,-0.723494751,21.87977806,-2.290919701,0.055970878,0.149596174,-4.902283644,0.825079513,,,,,,,,,,,,
MCTS1,-0.723610273,21.18668168,-3.042977968,0.018917697,0.078845395,-3.786487034,1.103223669,,,,,,,,,,,,
WASF3,-0.723614447,23.40454567,-3.378393854,0.011900374,0.062165914,-3.298258086,1.206447675,,,,,,,,,,,,
NUMBL,-0.723670918,22.18848045,-3.271904713,0.01376439,0.066990293,-3.452063428,1.173988123,,,,,,,,,,,,
TBCEL,-0.724029543,17.89337793,-2.55292975,0.038148879,0.117184713,-4.51339437,0.931129039,,,,,,,,,,,,
KATNAL1,-0.724460655,20.58544844,-3.694905135,0.007796381,0.049649267,-2.848958061,1.30408716,,,,,,,,,,,,
TBC1D22A,-0.724537705,18.2401833,-3.258972301,0.014011293,0.067870514,-3.470823683,1.168318861,,,,,,,,,,,,
CPLX2,-0.72514566,21.12866134,-1.819192446,0.111978036,0.23566438,-5.583369779,0.627706054,,,,,,,,,,,,
PIP4K2B,-0.726781882,24.23298396,-3.016231293,0.019642458,0.080088553,-3.825850495,1.096429556,,,,,,,,,,,,
NUDT3,-0.726904201,20.45036375,-3.467530498,0.010548641,0.058278611,-3.170489052,1.234490809,,,,,,,,,,,,
CUL4B,-0.727098645,20.2809337,-3.116050579,0.017078909,0.074393976,-3.679232705,1.128462227,,,,,,,,,,,,
CYFIP1,-0.727264696,22.04164734,-2.774663827,0.027689506,0.097348783,-4.183401818,1.011669472,,,,,,,,,,,,
CDH2,-0.727358969,26.87684603,-2.77902693,0.027516747,0.097062812,-4.176918585,1.012947129,,,,,,,,,,,,
UBE2I,-0.727579681,21.67165535,-3.166519373,0.015920746,0.071475062,-3.605421087,1.14584546,,,,,,,,,,,,
CXADR,-0.728082459,26.66443999,-2.701677266,0.030754379,0.103744119,-4.291940122,0.984036512,,,,,,,,,,,,
ZNF521,-0.729105425,19.88898836,-1.338751429,0.222756225,0.37467156,-6.213999078,0.426349272,,,,,,,,,,,,
OXA1L,-0.729929344,21.69272068,-2.965531672,0.02109842,0.082814222,-3.900607591,1.081895076,,,,,,,,,,,,
CRK,-0.730557805,22.65042701,-2.566274468,0.037415712,0.116328352,-4.493526483,0.934314423,,,,,,,,,,,,
MAP3K4,-0.732597792,17.56018333,-1.879666673,0.102490612,0.221976204,-5.498441766,0.653693581,,,,,,,,,,,,
LRRC8B,-0.733129294,17.05267109,-2.581288103,0.036608296,0.11525236,-4.471172036,0.938350174,,,,,,,,,,,,
PLEKHG5,-0.733401921,18.23095151,-3.362995393,0.012152238,0.062863039,-3.320422239,1.201604626,,,,,,,,,,,,
NDRG4,-0.737338419,24.5135933,-2.515284065,0.040298431,0.121295136,-4.569428686,0.916156616,,,,,,,,,,,,
OAT,-0.737399044,15.97971354,-0.778841865,0.461746364,0.608639605,-6.789005017,0.215639791,,,,,,,,,,,,
TRIM24,-0.737426934,22.62777536,-3.20153914,0.015166585,0.069767218,-3.55434063,1.156348596,,,,,,,,,,,,
TBC1D23,-0.737430461,19.3592958,-1.287516369,0.239101785,0.39267799,-6.275166063,0.405963441,,,,,,,,,,,,
CORO7,-0.738374396,23.99742271,-2.852234707,0.024781087,0.09159728,-4.068250174,1.038117422,,,,,,,,,,,,
C1orf198,-0.738860861,23.06842643,-1.672568183,0.138610918,0.27233824,-5.785004059,0.564891374,,,,,,,,,,,,
WDR11,-0.740982713,21.86670409,-2.477806386,0.042562968,0.126320702,-4.625183202,0.898525468,,,,,,,,,,,,
RAB11FIP2,-0.741555914,23.33362265,-3.369396189,0.012046854,0.062699741,-3.311205882,1.202734255,,,,,,,,,,,,
MAP7D2,-0.742088618,20.6908345,-3.356856122,0.012254249,0.063007016,-3.329266303,1.200611085,,,,,,,,,,,,
TCERG1,-0.742739947,20.05339502,-3.021753971,0.019490427,0.079976659,-3.817718309,1.097036741,,,,,,,,,,,,
