,logFC,AveExpr,t,P.Value,adj.P.Val,B,adj p val log,,GranPos,LFC,adjPV,,mtorcPos,LFC,adjPV,,riboPos,LFC,adjPV
SETX,1.511175368,18.35917349,5.853583524,0.000643576,0.016078043,-0.165645893,1.793766806,,,,,,,,,,,,
PHTF1,1.503349709,19.89812011,5.981061208,0.00056643,0.01522549,-0.028039456,1.817428714,,,,,,,,,,,,
TOM1L2,1.50062152,24.42707782,6.480057373,0.000349918,0.011520167,0.490299013,1.938541241,,,,,,,,,,,,
SYT1,1.499373575,25.26384767,5.696700638,0.000755133,0.017235815,-0.33799878,1.763568173,,,,,,,,,,,,
PURA,1.498414594,24.43421683,7.015689316,0.000215015,0.008696834,1.012706643,2.060638823,,,,,,,,,,,,
YIF1A,1.498060073,22.8742965,7.72001546,0.000118259,0.006300284,1.650734032,2.200639876,,,,,,,,,,,,
ATP6V0D1,1.495639844,24.89338785,4.464918614,0.002966017,0.030788282,-1.813192776,1.511614541,,,,,,,,,,,,
LYAR,1.494568142,21.07542709,3.283167223,0.013553169,0.066697924,-3.435739596,1.17588768,,,,,,,,,,,,
SCAF1,1.490353792,19.94060514,3.838426127,0.00646736,0.045324881,-2.649488189,1.34366333,,,,,,,,,,,,
KRT6A,1.489784282,23.89336161,1.033945096,0.335770739,0.499131372,-6.554595638,0.301785133,,,,,,,,,,,,
PDHX,1.480392801,24.20960733,2.816962163,0.026061577,0.094038673,-4.120579928,1.026693507,,,,,,,,,,,,
GPATCH4,1.478820551,19.25356659,5.024333597,0.00155274,0.023551743,-1.115724168,1.62797695,,,,,,,,,,,,
GPR89A,1.475348185,20.50822159,5.624845216,0.000813325,0.017620783,-0.418064182,1.753974798,,,,,,,,,,,,
ATP6V0A1,1.473088905,27.22898341,4.083923959,0.004731601,0.038793645,-2.314952348,1.411239412,,,,,,,,,,,,
SLC25A16,1.470789043,20.44375901,3.303880111,0.013173739,0.065822202,-3.405752918,1.181627596,,,,,,,,,,,,
KRT222,1.469148788,20.58334553,2.435773265,0.045259468,0.130103884,-4.687662883,0.885709737,,,,,,,,,,,,
RPS10,1.463430663,24.48270612,3.746322465,0.007288883,0.047762018,-2.777175943,1.320917331,,,,,,,,,,,,
MAK16,1.460618099,22.43839885,4.922794535,0.001740515,0.024811048,-1.238859593,1.605354897,,,,,,,,,,,,
RPS24,1.459877856,25.4344183,4.058867379,0.004882917,0.03891654,-2.348700715,1.409865778,,,,,,,,,,,,
IRAK1,1.457934044,21.72105079,2.686647113,0.031428493,0.105182672,-4.314307656,0.978055802,,,,,,,,,,,,
TBC1D9B,1.45185603,23.07062924,4.029554349,0.005066699,0.039266914,-2.388297532,1.405973224,,,,,,,,,,,,
GLB1,1.449743893,22.63881994,2.418931069,0.046388672,0.13186927,-4.712678216,0.879856397,,,,,,,,,,,,
MYO7A,1.447655976,18.89965848,1.980870119,0.088337126,0.201270265,-5.354398239,0.696220382,,,,,,,,,,,,
OSBPL1A,1.447121718,19.78604686,2.730071129,0.029521835,0.101374821,-4.249698313,0.994069899,,,,,,,,,,,,
RUNDC3B,1.445812295,21.78614256,5.676815146,0.000770757,0.017235815,-0.360085096,1.763568173,,,,,,,,,,,,
SLC30A5,1.44294679,18.22096055,1.611482392,0.151389335,0.288836705,-5.866939128,0.539347618,,,,,,,,,,,,
STARD3,1.442598365,21.7304247,1.521986105,0.172101663,0.314643032,-5.984435033,0.502181882,,,,,,,,,,,,
BCAP31,1.442509713,21.06188026,4.647853792,0.002388388,0.028478432,-1.579967577,1.545483927,,,,,,,,,,,,
RPS27L,1.440045475,24.58763712,7.666451654,0.000123565,0.006333228,1.604042858,2.198374863,,,,,,,,,,,,
PKDCC,1.438112298,17.92642102,3.290992904,0.013408453,0.06652535,-3.424404837,1.177012833,,,,,,,,,,,,
CAMK2A,1.438005728,21.88615055,3.962222007,0.005518176,0.04111525,-2.479720334,1.385997066,,,,,,,,,,,,
LYSMD1,1.437737346,20.9735207,4.07099658,0.004809017,0.038825722,-2.332352673,1.410880459,,,,,,,,,,,,
RAB2A,1.432976592,24.20379168,6.17969961,0.000466016,0.01346373,0.182113611,1.870834598,,,,,,,,,,,,
NES,1.431254621,28.75064081,2.277848165,0.05705663,0.151639241,-4.921578035,0.819188398,,,,,,,,,,,,
RPS15,1.427977145,24.83709807,2.163494053,0.06751252,0.169359523,-5.089650133,0.771190378,,,,,,,,,,,,
NOP2,1.427709315,17.92747273,2.259654178,0.058603548,0.154015637,-4.948408285,0.812435182,,,,,,,,,,,,
VPS37D,1.426274174,21.16645575,4.719168772,0.002197895,0.027515343,-1.490405985,1.560425075,,,,,,,,,,,,
RPS28,1.423904209,23.98970021,5.278155491,0.001174514,0.02093089,-0.814527095,1.679212303,,,,,,,,,,,,
BTRC,1.42313476,18.63379153,1.968297265,0.089985306,0.20371407,-5.372411669,0.690978974,,,,,,,,,,,,
RAB7A,1.420205662,26.86341556,4.098467181,0.004646136,0.038279999,-2.295406156,1.41702808,,,,,,,,,,,,
RPLP2,1.412457929,24.27238705,4.106288155,0.004600877,0.038261345,-2.284907458,1.417239769,,,,,,,,,,,,
MSH2,1.406058755,22.24264707,5.056973462,0.001497248,0.023122954,-1.076464919,1.635956682,,,,,,,,,,,,
ABCA3,1.405388852,23.22150495,6.751280972,0.000272435,0.009641926,0.759052191,2.015836207,,,,,,,,,,,,
PTDSS1,1.404478247,23.76506996,6.733929425,0.000276768,0.009714343,0.742122103,2.012586565,,,,,,,,,,,,
RPL31,1.399864384,24.92570964,1.234519715,0.257089966,0.41327066,-6.336886231,0.383765426,,,,,,,,,,,,
AGO3,1.399265723,20.45588023,2.604792523,0.035380397,0.112386346,-4.436173185,0.949286448,,,,,,,,,,,,
BET1,1.396886101,23.31362847,4.624463179,0.00245479,0.028478432,-1.609508761,1.545483927,,,,,,,,,,,,
ZDHHC13,1.394290181,21.07581047,5.344847692,0.001093018,0.020095445,-0.736934888,1.696902362,,,,,,,,,,,,
FAM125B,1.391963884,24.34932855,6.115022014,0.000496335,0.014084043,0.11425067,1.851272668,,,,,,,,,,,,
NPM1,1.39173195,23.71667314,3.55455378,0.009387581,0.054680221,-3.046660944,1.262169741,,,,,,,,,,,,
GLTSCR2,1.391659375,19.73823271,1.996639437,0.086311909,0.19878887,-5.331761353,0.701607934,,,,,,,,,,,,
B3GALNT2,1.384542515,18.78760422,5.024458022,0.001552524,0.023551743,-1.115574212,1.62797695,,,,,,,,,,,,
ASS1,1.377906068,21.89593743,6.87607415,0.000243425,0.008989793,0.879775252,2.046250309,,,,,,,,,,,,
FAM120C,1.366614066,23.93884781,5.579214336,0.000852874,0.017880396,-0.469279706,1.747622871,,,,,,,,,,,,
NRIP1,1.363877739,16.956692,2.802146089,0.026620043,0.095062805,-4.142576964,1.021989375,,,,,,,,,,,,
PRRC1,1.360403259,19.63241623,2.758667636,0.02833268,0.098711151,-4.207176461,1.005633784,,,,,,,,,,,,
NOB1,1.359911674,22.41232003,4.651035216,0.002379511,0.028478432,-1.575955929,1.545483927,,,,,,,,,,,,
TMEM120A,1.354600391,21.36111358,5.215245473,0.001257633,0.021890031,-0.888305914,1.659753622,,,,,,,,,,,,
RPL32,1.351689385,22.940158,3.011837608,0.019764309,0.080247629,-3.832321827,1.095567788,,,,,,,,,,,,
HLA-H,1.349006125,19.15917109,4.072445747,0.00480027,0.038825722,-2.330400877,1.410880459,,,,,,,,,,,,
PTPRN2,1.34870498,20.76816627,4.600476505,0.00252501,0.028983026,-1.639887882,1.537856278,,,,,,,,,,,,
PDCD4,1.347705041,21.22902922,5.75634324,0.000710355,0.017152862,-0.27208037,1.765663413,,,,,,,,,,,,
TMEM199,1.347513754,21.06775719,3.564489778,0.009264073,0.054268299,-3.032582046,1.265453794,,,,,,,,,,,,
DDX21,1.345092334,17.6283959,3.292880707,0.013373792,0.066430986,-3.42167149,1.1776293,,,,,,,,,,,,
RFC1,1.339292349,19.43660708,3.905505205,0.005932693,0.043441635,-2.557231342,1.362093836,,,,,,,,,,,,
PIGG,1.338562316,19.63504647,6.318712808,0.000407629,0.012729425,0.326160109,1.895191213,,,,,,,,,,,,
ATP6V1C1,1.338513498,22.07466283,3.074828846,0.018091535,0.076604936,-3.739683608,1.115743245,,,,,,,,,,,,
IGFBPL1,1.332132344,21.98049023,6.111424653,0.000498085,0.014084043,0.110460255,1.851272668,,,,,,,,,,,,
CNIH4,1.328336572,21.20101265,4.566386692,0.002628657,0.029212711,-1.683211001,1.534428142,,,,,,,,,,,,
PFKP,1.32670405,23.57906202,6.214540084,0.000450548,0.013380954,0.218446828,1.873512918,,,,,,,,,,,,
MYO9B,1.326378463,20.16911991,3.365401487,0.012112508,0.062810525,-3.316957226,1.201967575,,,,,,,,,,,,
FRMD5,1.322958753,23.61574574,2.267716387,0.057912889,0.152957737,-4.936522851,0.81542855,,,,,,,,,,,,
TBL2,1.317683837,22.01085533,3.801558993,0.006783421,0.046387885,-2.70045944,1.333595432,,,,,,,,,,,,
RNF170,1.317388779,19.83486999,5.730796348,0.000729161,0.017152862,-0.300255829,1.765663413,,,,,,,,,,,,
ARL1,1.314786896,20.00159343,2.229630857,0.061249739,0.15873369,-4.992614115,0.799330887,,,,,,,,,,,,
EBNA1BP2,1.313286813,21.90142148,3.210684738,0.014975989,0.069657304,-3.541019837,1.15703334,,,,,,,,,,,,
PSD,1.313148735,19.58147628,3.58447342,0.009020963,0.053560595,-3.004303613,1.271154609,,,,,,,,,,,,
LACTB,1.308212954,21.78939485,4.069715402,0.004816765,0.038825722,-2.334078468,1.410880459,,,,,,,,,,,,
PHTF2,1.307814132,18.75706909,3.674778901,0.00800538,0.049851684,-2.877151435,1.302320166,,,,,,,,,,,,
RPL39,1.307510696,24.03315913,3.068765198,0.018245807,0.076940807,-3.748587657,1.113843262,,,,,,,,,,,,
PIGK,1.305403248,21.01110121,4.205526334,0.004066712,0.03605705,-2.152470562,1.443009813,,,,,,,,,,,,
RPL18A,1.305145604,25.90413252,4.99480947,0.001604909,0.023991763,-1.151370852,1.619937829,,,,,,,,,,,,
CERK,1.301331799,20.03203701,2.84004522,0.025215938,0.092480214,-4.086327859,1.033951174,,,,,,,,,,,,
SCN9A,1.297326356,21.02829006,1.540982635,0.167498281,0.309649454,-5.95976435,0.509129682,,,,,,,,,,,,
VPS41,1.295005696,22.24775419,5.247189779,0.001214636,0.021316363,-0.850771237,1.671286891,,,,,,,,,,,,
SLC26A6,1.291785987,16.2770375,4.080739927,0.004750541,0.038825722,-2.319235818,1.410880459,,,,,,,,,,,,
ZNF668,1.289412332,19.88673115,1.623487788,0.148793995,0.286075013,-5.850942124,0.543520073,,,,,,,,,,,,
SNX12,1.28902309,23.54436055,5.462713534,0.000963952,0.018529179,-0.601358237,1.73214382,,,,,,,,,,,,
CTSD,1.286806942,24.3519145,2.363133484,0.050340456,0.139462439,-4.795451934,0.855542745,,,,,,,,,,,,
BEND3,1.285836013,21.20809071,2.807619123,0.026412294,0.094725618,-4.134450247,1.02353255,,,,,,,,,,,,
PRCP,1.285379365,22.84253289,2.651026362,0.033088469,0.107848603,-4.367332274,0.967185475,,,,,,,,,,,,
RAB3B,1.284813047,17.98629711,2.976892883,0.020762485,0.082102674,-3.883839924,1.085642696,,,,,,,,,,,,
MRPS18A,1.283416022,19.69165754,1.720834871,0.129239983,0.259518775,-5.719358953,0.585831218,,,,,,,,,,,,
RPL22,1.282718783,26.42146249,4.061904659,0.004864295,0.038905201,-2.34460499,1.409992332,,,,,,,,,,,,
RPL21,1.282365996,26.63341431,3.12814421,0.016793421,0.073645586,-3.661524989,1.132853277,,,,,,,,,,,,
CTSC,1.281383007,20.93128105,2.723897901,0.029785338,0.10168676,-4.258880632,0.992735591,,,,,,,,,,,,
RPL10A,1.278689223,26.51128224,3.980627767,0.005390544,0.040806218,-2.454664741,1.389273658,,,,,,,,,,,,
MFN2,1.277443646,20.8329201,4.389949821,0.003245952,0.032187169,-1.910219097,1.492317214,,,,,,,,,,,,
ITFG1,1.276869407,19.86833194,1.80633661,0.114101617,0.239067374,-5.601301266,0.621479689,,,,,,,,,,,,
CLCC1,1.275908329,21.0347173,3.284563064,0.013527234,0.066697924,-3.433717384,1.17588768,,,,,,,,,,,,
SART3,1.27527935,22.63677748,4.525134406,0.002760414,0.029830737,-1.735869514,1.525336019,,,,,,,,,,,,
RPLP1,1.273407257,26.00074257,4.626768452,0.002448156,0.028478432,-1.606593673,1.545483927,,,,,,,,,,,,
SFMBT2,1.270166504,15.15317978,4.369756918,0.003326244,0.032478455,-1.936496854,1.488404636,,,,,,,,,,,,
GUF1,1.267395374,19.90329152,2.054795808,0.079231952,0.187673229,-5.247881697,0.726597674,,,,,,,,,,,,
RPS19,1.267354785,26.07669626,4.588999915,0.002559391,0.029141376,-1.654453482,1.535489945,,,,,,,,,,,,
SLBP,1.266067254,19.16715888,2.476346943,0.042653764,0.126413493,-4.627353593,0.898206567,,,,,,,,,,,,
POLRMT,1.265188363,20.05575825,2.927871886,0.022253761,0.085948866,-3.956248417,1.065759847,,,,,,,,,,,,
SDK1,1.262169593,17.69031511,2.158293239,0.068031529,0.170058801,-5.097258645,0.769400887,,,,,,,,,,,,
SLC30A7,1.254208879,21.82564607,3.402779574,0.011512936,0.060739678,-3.263212465,1.216527514,,,,,,,,,,,,
COG1,1.252224842,20.6988525,4.593896184,0.00254466,0.029051538,-1.648236931,1.536830866,,,,,,,,,,,,
KRT17,1.251745629,23.11010923,1.961611051,0.090874088,0.205288432,-5.381978235,0.687635522,,,,,,,,,,,,
PXDN,1.249541473,18.51971507,1.677923278,0.137540401,0.271185739,-5.77775892,0.566733153,,,,,,,,,,,,
RPL9,1.24940155,26.11935382,3.209532437,0.014999861,0.069657304,-3.542697749,1.15703334,,,,,,,,,,,,
KIAA1244,1.248692944,24.30721001,3.25340649,0.014119012,0.067915938,-3.478902902,1.168028298,,,,,,,,,,,,
COIL,1.247437455,19.19165682,1.526575802,0.170978942,0.313264696,-5.978488224,0.504088546,,,,,,,,,,,,
LPCAT4,1.246205345,20.33424086,3.539970615,0.009572093,0.055309767,-3.067346987,1.257198174,,,,,,,,,,,,
RAB1A,1.244525075,20.557827,2.543703142,0.038664487,0.118068639,-4.527129919,0.927865443,,,,,,,,,,,,
GPAA1,1.243241716,22.94685229,5.37812062,0.001054731,0.019646686,-0.698462064,1.706710704,,,,,,,,,,,,
RPL26,1.235350835,25.54612134,2.945743802,0.021697345,0.084385186,-3.929832177,1.073733786,,,,,,,,,,,,
VPS37B,1.230930238,20.27661948,2.410448047,0.04696834,0.133249526,-4.725272967,0.875334327,,,,,,,,,,,,
CPNE7,1.228588737,22.17830375,3.298339657,0.013274102,0.066167971,-3.413769589,1.179352181,,,,,,,,,,,,
TTYH3,1.226165551,19.97402096,1.916798237,0.097057288,0.214019886,-5.445853736,0.669545872,,,,,,,,,,,,
VRK2,1.224433952,21.39248028,5.962305305,0.000577101,0.015319178,-0.048149894,1.81476454,,,,,,,,,,,,
ITM2C,1.224023864,21.94995469,3.147098166,0.016356181,0.072585894,-3.633798083,1.139147772,,,,,,,,,,,,
RPSA,1.223679454,27.42300532,5.136162409,0.001371554,0.022395274,-0.981865698,1.649843618,,,,,,,,,,,,
SORL1,1.22236655,18.84056176,4.967264229,0.001655341,0.024326068,-1.184744194,1.613928086,,,,,,,,,,,,
ABHD17B,1.218412743,19.97257232,2.501335832,0.041126338,0.123349971,-4.590183259,0.908860947,,,,,,,,,,,,
SLC20A2,1.217689897,21.52838254,2.714832048,0.030176783,0.102449581,-4.272367283,0.989489814,,,,,,,,,,,,
ZNF48,1.217164152,18.7772823,1.619310876,0.149692217,0.287662957,-5.85651383,0.541116059,,,,,,,,,,,,
GNL3,1.215060878,23.51584122,4.801673818,0.001998211,0.02635529,-1.387740001,1.579132195,,,,,,,,,,,,
MRPL20,1.214441695,20.39127769,1.314234145,0.230452286,0.383064915,-6.243447484,0.416727623,,,,,,,,,,,,
DDX31,1.213890977,20.85476526,4.031460901,0.005054518,0.039244126,-2.385718335,1.406225338,,,,,,,,,,,,
CEP290,1.213763697,22.44279906,3.256400885,0.01406095,0.067915938,-3.474555909,1.168028298,,,,,,,,,,,,
POMT1,1.21304502,21.04495765,3.793235124,0.006857086,0.046387885,-2.711993613,1.333595432,,,,,,,,,,,,
STT3B,1.212954412,23.08277598,5.311406643,0.001133066,0.020564658,-0.775761662,1.686878504,,,,,,,,,,,,
GTPBP4,1.21178174,23.55861693,4.104728728,0.004609862,0.038261345,-2.287000085,1.417239769,,,,,,,,,,,,
SURF6,1.208709241,21.78367747,5.550368817,0.000878981,0.018121508,-0.501805109,1.741805654,,,,,,,,,,,,
RRS1,1.204477826,22.13954866,2.93392207,0.022063725,0.085463107,-3.947303512,1.068221321,,,,,,,,,,,,
SNRPG,1.202907863,18.96947034,2.660594405,0.03263379,0.10691224,-4.353087736,0.970972572,,,,,,,,,,,,
RPL5,1.201278376,27.3139795,4.367755144,0.003334322,0.032478455,-1.939105154,1.488404636,,,,,,,,,,,,
CLINT1,1.200143853,24.86172503,3.682029295,0.007929396,0.049719403,-2.866988726,1.303474097,,,,,,,,,,,,
BTBD17,1.196815188,22.66433884,1.683323412,0.136468782,0.269824449,-5.77044304,0.568918702,,,,,,,,,,,,
DDOST,1.196801062,24.45964147,4.747221744,0.002127622,0.027074021,-1.455383907,1.567447242,,,,,,,,,,,,
GABBR1,1.19431358,24.06726679,3.18158572,0.015591485,0.070776944,-3.583430957,1.150108193,,,,,,,,,,,,
RPL13A,1.193738263,26.10604586,5.436349812,0.000991273,0.018794367,-0.63151219,1.7259723,,,,,,,,,,,,
RPL12,1.190264366,26.43728509,3.982122622,0.00538032,0.040806218,-2.452631934,1.389273658,,,,,,,,,,,,
FAM195B,1.18746408,22.33845598,3.452931418,0.010758186,0.058501942,-3.191352078,1.232829716,,,,,,,,,,,,
TMED10,1.186639353,19.94784517,3.96771927,0.005479713,0.041044694,-2.472231894,1.386742973,,,,,,,,,,,,
ATP6V1G2,1.185354535,23.04846531,5.339100179,0.001099787,0.020132745,-0.743596647,1.696097005,,,,,,,,,,,,
HNRNPLL,1.184824744,22.34025404,3.70355539,0.007708381,0.049348902,-2.836857023,1.306722504,,,,,,,,,,,,
RRP8,1.18190731,23.73600341,3.74642166,0.007287939,0.047762018,-2.777037804,1.320917331,,,,,,,,,,,,
POMT2,1.181846217,21.15762091,3.679444812,0.007956391,0.049765527,-2.87061054,1.303071389,,,,,,,,,,,,
MOV10,1.181766761,24.70312056,3.782211954,0.006955983,0.046449778,-2.72728273,1.333016362,,,,,,,,,,,,
DDX41,1.181464738,21.85579587,3.171109923,0.015819644,0.071322746,-3.598718709,1.146771944,,,,,,,,,,,,
FNDC3A,1.179892951,24.00791677,3.335937838,0.012608804,0.064013164,-3.359431743,1.193730709,,,,,,,,,,,,
CHD2,1.174292237,22.06090305,5.69124352,0.000759385,0.017235815,-0.344054451,1.763568173,,,,,,,,,,,,
NDFIP1,1.173390409,20.99385906,3.200288348,0.015192853,0.069767218,-3.556163064,1.156348596,,,,,,,,,,,,
RPS23,1.171975397,25.77298732,5.722927539,0.000735065,0.017152862,-0.308952236,1.765663413,,,,,,,,,,,,
TMEM11,1.170113807,19.89360766,2.84525684,0.025029041,0.092112944,-4.078597877,1.035679336,,,,,,,,,,,,
ZC3HAV1,1.168989981,24.87970312,5.462472777,0.000964198,0.018529179,-0.601633162,1.73214382,,,,,,,,,,,,
SOGA2,1.164349247,22.76872397,6.000983623,0.000555336,0.015202184,-0.006729203,1.818094028,,,,,,,,,,,,
HADHA,1.164278264,21.17808172,5.578581747,0.000853437,0.017880396,-0.469991751,1.747622871,,,,,,,,,,,,
CELSR3,1.16401348,28.05551683,2.895114685,0.02331316,0.088088932,-4.00471597,1.055078654,,,,,,,,,,,,
PRDX3,1.163331821,22.55825445,3.874931627,0.006170154,0.044217711,-2.599202525,1.35440374,,,,,,,,,,,,
DZIP3,1.162963551,19.97872596,2.012435255,0.084329236,0.195815345,-5.30903907,0.708153279,,,,,,,,,,,,
KDELR1,1.16085169,20.83692169,3.963822413,0.005506948,0.04111525,-2.477539796,1.385997066,,,,,,,,,,,,
LMAN2,1.160312141,24.68028137,5.562571223,0.000867829,0.017978883,-0.488031844,1.745237298,,,,,,,,,,,,
PRR3,1.158836811,19.0835641,2.468596436,0.043139301,0.12687854,-4.638878532,0.896611828,,,,,,,,,,,,
U2AF1,1.158592462,22.82724555,4.48643913,0.002890658,0.030404501,-1.785495841,1.517062125,,,,,,,,,,,,
COMMD4,1.158468346,18.24560589,0.910362978,0.393089286,0.550470223,-6.674641288,0.259266169,,,,,,,,,,,,
MKRN2,1.158162017,20.39988861,2.351202613,0.051229229,0.14091356,-4.813127563,0.851047213,,,,,,,,,,,,
STX17,1.156244378,21.34054403,2.397685909,0.047854445,0.134952078,-4.744214275,0.869820424,,,,,,,,,,,,
CCDC9,1.152388766,23.18843576,4.137628665,0.004424299,0.037504987,-2.242926324,1.425910978,,,,,,,,,,,,
SPNS1,1.15176745,22.45354259,5.871437622,0.000632095,0.015979198,-0.146242391,1.796445009,,,,,,,,,,,,
SMARCA1,1.15079473,20.58620568,2.156091683,0.068252436,0.170117433,-5.100478363,0.76925118,,,,,,,,,,,,
TNRC6A,1.150159025,19.44302495,2.174730983,0.066404686,0.167877787,-5.073199498,0.775006764,,,,,,,,,,,,
RPLP0,1.149647625,26.39759453,4.48597583,0.002892258,0.030404501,-1.786091378,1.517062125,,,,,,,,,,,,
LPCAT3,1.146918118,19.45232321,4.146466824,0.004375857,0.037392887,-2.231113454,1.427211005,,,,,,,,,,,,
FGD4,1.138327333,26.80101732,2.03413775,0.081678422,0.19167812,-5.277745668,0.717427459,,,,,,,,,,,,
BYSL,1.134890076,22.43380911,4.993194745,0.001607818,0.023991763,-1.153324135,1.619937829,,,,,,,,,,,,
TIMM23,1.13475847,19.40856724,1.30533503,0.233302565,0.386289627,-6.254055996,0.413086953,,,,,,,,,,,,
CELF1,1.134219477,18.38396621,2.997187434,0.020176439,0.081222121,-3.853909729,1.090325673,,,,,,,,,,,,
RIOK2,1.13293745,20.46686026,2.322241246,0.053453904,0.145305713,-4.855994094,0.837717311,,,,,,,,,,,,
STX6,1.128910304,20.71908331,1.913599976,0.097513995,0.214576371,-5.450395773,0.668418105,,,,,,,,,,,,
RPL23,1.128519717,25.36964069,3.572382854,0.009167213,0.053998824,-3.021406706,1.267615699,,,,,,,,,,,,
RPL24,1.128286828,25.71234969,3.721513413,0.007529119,0.04874416,-2.811766933,1.312077409,,,,,,,,,,,,
FAM168A,1.127911843,20.35685902,3.198608362,0.015228211,0.069767218,-3.558611079,1.156348596,,,,,,,,,,,,
XIRP1,1.126851908,22.88408597,2.625848385,0.034316769,0.110615594,-4.404820255,0.956183645,,,,,,,,,,,,
RPL37A,1.12654074,22.69279209,4.66695637,0.002335631,0.028280833,-1.555902768,1.548507808,,,,,,,,,,,,
C14orf166,1.124739793,22.61043215,5.67640092,0.000771087,0.017235815,-0.360545746,1.763568173,,,,,,,,,,,,
GREB1,1.123769298,22.53973174,3.887917792,0.006068048,0.043900799,-2.581359183,1.357527574,,,,,,,,,,,,
STAG2,1.121951633,16.12957693,2.079693309,0.076379981,0.183268802,-5.211794794,0.736911458,,,,,,,,,,,,
RPL18,1.12172991,27.4497884,4.541198068,0.00270826,0.029613097,-1.715333935,1.528516175,,,,,,,,,,,,
ZC3H6,1.120784012,19.38940927,2.887838027,0.02355565,0.088541692,-4.015490782,1.052852182,,,,,,,,,,,,
HIST1H1D,1.118072667,21.27346794,2.615514279,0.034834572,0.11148638,-4.420207973,0.952778186,,,,,,,,,,,,
ZFYVE26,1.114564921,22.64112566,4.959152679,0.001670526,0.024342428,-1.194593368,1.613636112,,,,,,,,,,,,
ATP9A,1.112179745,26.98220117,4.044877972,0.004969698,0.039010517,-2.367582472,1.408818292,,,,,,,,,,,,
B3GAT3,1.1114861,20.07376852,4.033878212,0.00503912,0.039244126,-2.382448934,1.406225338,,,,,,,,,,,,
CDR2,1.11062509,19.01225785,4.468700036,0.00295262,0.030779627,-1.808321057,1.511736643,,,,,,,,,,,,
MAZ,1.110000673,18.08945957,1.775990294,0.119269091,0.246489454,-5.64344725,0.608201658,,,,,,,,,,,,
BTF3L4,1.109840966,23.1060578,2.851317514,0.02481353,0.091637446,-4.069610175,1.037927024,,,,,,,,,,,,
PORCN,1.10879446,19.89779049,3.87711595,0.006152849,0.044217711,-2.596199553,1.35440374,,,,,,,,,,,,
TOR2A,1.108169872,20.35329197,2.570740824,0.037173604,0.115841305,-4.486876505,0.936136559,,,,,,,,,,,,
TSR1,1.107695218,23.49386298,5.447871256,0.000979229,0.018649257,-0.61832225,1.729338477,,,,,,,,,,,,
BAG3,1.106513522,21.16214856,3.376841146,0.011925514,0.062220711,-3.300491812,1.20606503,,,,,,,,,,,,
TACC1,1.103919211,23.81199624,3.558419676,0.009339316,0.054574801,-3.04118166,1.263007837,,,,,,,,,,,,
SLC35B4,1.101375549,18.9149584,2.11434124,0.072580544,0.177358785,-5.161414588,0.751147295,,,,,,,,,,,,
FUBP3,1.100093631,25.24128156,5.030522418,0.001542045,0.023551743,-1.108268216,1.62797695,,,,,,,,,,,,
C12orf4,1.09750347,20.72025958,1.077986693,0.31700397,0.477519876,-6.509095678,0.321008547,,,,,,,,,,,,
UQCR10,1.096016002,19.38801375,1.824121189,0.111174033,0.235020467,-5.576483306,0.628894314,,,,,,,,,,,,
DNER,1.089319921,20.37877802,4.957494358,0.001673649,0.024342428,-1.196608125,1.613636112,,,,,,,,,,,,
PTDSS2,1.08875601,22.13508605,4.247262734,0.003862729,0.035128497,-2.097205149,1.454340425,,,,,,,,,,,,
TMEM66,1.087661544,20.99943227,3.777334626,0.007000235,0.0466719,-2.734052869,1.330944522,,,,,,,,,,,,
PIGS,1.087405132,23.89635459,3.666663329,0.00809137,0.050166492,-2.888535045,1.299586265,,,,,,,,,,,,
ZFPL1,1.086944217,21.30073983,3.972956663,0.005443341,0.040916585,-2.465101463,1.388100625,,,,,,,,,,,,
MYBBP1A,1.083182147,21.62373651,4.564206288,0.002635445,0.029212711,-1.6859879,1.534428142,,,,,,,,,,,,
